
IPv6央视1,#genre#
珍惜,http://em.21dtv.com/songs/60057986.mkv
诛仙恋,http://em.21dtv.com/songs/60059205.mkv
诛仙我回来,http://em.21dtv.com/songs/60059206.mkv
再一次好吗,http://em.21dtv.com/songs/60057009.mkv
只要跟你好,http://em.21dtv.com/songs/60058492.mkv
只要我甘心,http://em.21dtv.com/songs/60058541.mkv
这样也好,http://em.21dtv.com/songs/60057896.mkv
这样也好(演唱会),http://em.21dtv.com/songs/60057895.mkv


任妙音,#genre#

爱的期限,http://em.21dtv.com/songs/60152974.mkv
白蝴蝶,http://em.21dtv.com/songs/60164555.mkv
不想今生失去你,http://em.21dtv.com/songs/60162042.mkv
长相伴,http://em.21dtv.com/songs/60163758.mkv
多想留住你,http://em.21dtv.com/songs/60125097.mkv

风筝,http://em.21dtv.com/songs/60125104.mkv
风中花雨楼,http://em.21dtv.com/songs/60125103.mkv
风儿轻轻吹,http://em.21dtv.com/songs/60071929.mkv
梵唱,http://em.21dtv.com/songs/60145995.mkv

佛珠转呀转,http://em.21dtv.com/songs/60145994.mkv
感恩歌,http://em.21dtv.com/songs/60149792.mkv

关关雎鸠,http://em.21dtv.com/songs/60098092.mkv

红枣树,http://em.21dtv.com/songs/60168123.mkv

好想好想你,http://em.21dtv.com/songs/60148401.mkv
简单的小幸福,http://em.21dtv.com/songs/60153943.mkv

渴望和你再相聚,http://em.21dtv.com/songs/60113244.mkv

love me tonight,http://em.21dtv.com/songs/60071633.mkv
淋湿了我的心,http://em.21dtv.com/songs/60108295.mkv
莲花开放,http://em.21dtv.com/songs/60149793.mkv
离别情,http://em.21dtv.com/songs/60121357.mkv
明知你不会来,http://em.21dtv.com/songs/60156966.mkv
梦中的你,http://em.21dtv.com/songs/60108294.mkv

玫瑰恋情,http://em.21dtv.com/songs/60143125.mkv
妹妹她比花俏,http://em.21dtv.com/songs/60098093.mkv
妹妹等着你,http://em.21dtv.com/songs/60072194.mkv
妹妹比花俏,http://em.21dtv.com/songs/60126593.mkv
那夜花开,http://em.21dtv.com/songs/60149795.mkv
菩提心愿,http://em.21dtv.com/songs/60149794.mkv

乾红留香,http://em.21dtv.com/songs/60117543.mkv

千手观音,http://em.21dtv.com/songs/60149790.mkv
情满濠江,http://em.21dtv.com/songs/60149791.mkv
期待和你再相遇,http://em.21dtv.com/songs/60125102.mkv

如意花,http://em.21dtv.com/songs/60143122.mkv
如果你是落花,http://em.21dtv.com/songs/60136230.mkv
Susen 我是如此爱你,http://em.21dtv.com/songs/60113243.mkv
山百合,http://em.21dtv.com/songs/60072367.mkv
守着一颗心等你,http://em.21dtv.com/songs/60072409.mkv
天在下雨我在想你,http://em.21dtv.com/songs/60133355.mkv
天在下雨我在想你(演唱会现场版),http://em.21dtv.com/songs/60143121.mkv
天在下雨我在想你【DJ女声版】,http://em.21dtv.com/songs/60144592.mkv

烫情,http://em.21dtv.com/songs/60154877.mkv
泰国姑娘水晶晶,http://em.21dtv.com/songs/60097876.mkv

无怨无悔陪你一起老,http://em.21dtv.com/songs/60143124.mkv
我的心只属于你,http://em.21dtv.com/songs/60165628.mkv
晚风,http://em.21dtv.com/songs/60125100.mkv
忘不了,http://em.21dtv.com/songs/60143123.mkv

忘不了你,http://em.21dtv.com/songs/60121356.mkv
想把你挽留,http://em.21dtv.com/songs/60125099.mkv
想你的夜我睡不着,http://em.21dtv.com/songs/60164879.mkv

想这样的想你,http://em.21dtv.com/songs/60170185.mkv
寻找,http://em.21dtv.com/songs/60108293.mkv
心静如水,http://em.21dtv.com/songs/60153477.mkv

心儿碎了,http://em.21dtv.com/songs/60072642.mkv
依然想着你,http://em.21dtv.com/songs/60158246.mkv
一生相依,http://em.21dtv.com/songs/60153942.mkv
一棵开花的树,http://em.21dtv.com/songs/60145993.mkv
一个女孩,http://em.21dtv.com/songs/60114985.mkv
雨中相逢,http://em.21dtv.com/songs/60143126.mkv
知道你会来 所以我还在,http://em.21dtv.com/songs/60169716.mkv
怎能把你忘,http://em.21dtv.com/songs/60125098.mkv

在春天里想你,http://em.21dtv.com/songs/60125096.mkv

最亲爱的你,http://em.21dtv.com/songs/60125101.mkv
容祖儿,#genre#

爱,http://em.21dtv.com/songs/60006919.mkv
爱(演唱会),http://em.21dtv.com/songs/60006904.mkv
爱ASHITERU,http://em.21dtv.com/songs/60092528.mkv
爱怪物的你,http://em.21dtv.com/songs/60007521.mkv
阿门(演唱会),http://em.21dtv.com/songs/60006796.mkv
爱情复兴,http://em.21dtv.com/songs/60008220.mkv
爱情苹果,http://em.21dtv.com/songs/60008347.mkv
爱是永恒,http://em.21dtv.com/songs/60092529.mkv
爱一个上一课,http://em.21dtv.com/songs/60009052.mkv
BAD_BOY,http://em.21dtv.com/songs/60120466.mkv
bad boy(演唱会),http://em.21dtv.com/songs/60000434.mkv
抱抱,http://em.21dtv.com/songs/60010056.mkv
抱抱(演唱会),http://em.21dtv.com/songs/60010055.mkv
beautiful love(演唱会),http://em.21dtv.com/songs/60000502.mkv
betrue(演唱会),http://em.21dtv.com/songs/60063539.mkv
be true(演唱会),http://em.21dtv.com/songs/60000476.mkv
飚汗,http://em.21dtv.com/songs/60010544.mkv
不好意思我爱你,http://em.21dtv.com/songs/60070545.mkv
绑梦,http://em.21dtv.com/songs/60165391.mkv
不容错失(演唱会),http://em.21dtv.com/songs/60011321.mkv
别说爱我,http://em.21dtv.com/songs/60010691.mkv
必杀技(演唱会),http://em.21dtv.com/songs/60010412.mkv
不想回家,http://em.21dtv.com/songs/60011458.mkv
不要对他说(演唱会),http://em.21dtv.com/songs/60011538.mkv
充电器,http://em.21dtv.com/songs/60071841.mkv
赤地雪,http://em.21dtv.com/songs/60012807.mkv
穿花蝴蝶,http://em.21dtv.com/songs/60013102.mkv
穿花蝴蝶(演唱会),http://em.21dtv.com/songs/60013101.mkv
疒孟,http://em.21dtv.com/songs/60012938.mkv
啜泣,http://em.21dtv.com/songs/60013424.mkv
啜泣(演唱会),http://em.21dtv.com/songs/60013423.mkv
出前一丁,http://em.21dtv.com/songs/60012948.mkv
出色,http://em.21dtv.com/songs/60068184.mkv
吹沙入眼,http://em.21dtv.com/songs/60092519.mkv
垂涎(演唱会),http://em.21dtv.com/songs/60064074.mkv
答案,http://em.21dtv.com/songs/60013721.mkv
答案之书,http://em.21dtv.com/songs/60164907.mkv
等不及爱上你,http://em.21dtv.com/songs/60014875.mkv
挡不住的风情(演唱会),http://em.21dtv.com/songs/60014668.mkv
dear,http://em.21dtv.com/songs/60001193.mkv
单人游,http://em.21dtv.com/songs/60165387.mkv
都是那个吻害的,http://em.21dtv.com/songs/60015703.mkv
独上西楼(演唱会),http://em.21dtv.com/songs/60015802.mkv
代替,http://em.21dtv.com/songs/60014259.mkv
dun dun dun,http://em.21dtv.com/songs/60001456.mkv
电我,http://em.21dtv.com/songs/60015356.mkv
第一次我想醉,http://em.21dtv.com/songs/60015250.mkv
第一次我想醉(演唱会),http://em.21dtv.com/songs/60015249.mkv
第一次想醉(演唱会),http://em.21dtv.com/songs/60064133.mkv
独照,http://em.21dtv.com/songs/60015821.mkv
飞(演唱会),http://em.21dtv.com/songs/60016765.mkv
放开你的头脑,http://em.21dtv.com/songs/60120467.mkv
forever love(演唱会),http://em.21dtv.com/songs/60001764.mkv
分身术,http://em.21dtv.com/songs/60017028.mkv
分身术(演唱会),http://em.21dtv.com/songs/60017027.mkv
蜉蝣,http://em.21dtv.com/songs/60064211.mkv
孤单喧哗,http://em.21dtv.com/songs/60165388.mkv
刚好,http://em.21dtv.com/songs/60165386.mkv
歌姬,http://em.21dtv.com/songs/60018284.mkv
歌姬(演唱会),http://em.21dtv.com/songs/60018379.mkv
感激爱神,http://em.21dtv.com/songs/60092522.mkv
共你痴痴爱在(故事情节),http://em.21dtv.com/songs/60101325.mkv
共你痴痴爱在[消伴],http://em.21dtv.com/songs/60100854.mkv
故弄玄虚,http://em.21dtv.com/songs/60092524.mkv
goodbye,http://em.21dtv.com/songs/60001991.mkv
跟珍芳达做健身操,http://em.21dtv.com/songs/60018666.mkv
heartbeat(演唱会),http://em.21dtv.com/songs/60002149.mkv
活该,http://em.21dtv.com/songs/60070784.mkv
何苦,http://em.21dtv.com/songs/60020353.mkv
何苦(演唱会),http://em.21dtv.com/songs/60020351.mkv
花开的时候,http://em.21dtv.com/songs/60125417.mkv
华丽邂逅,http://em.21dtv.com/songs/60021572.mkv
华丽邂逅(演唱会),http://em.21dtv.com/songs/60021571.mkv
很忙,http://em.21dtv.com/songs/60020648.mkv
好女孩,http://em.21dtv.com/songs/60020111.mkv
候鸟树(演唱会),http://em.21dtv.com/songs/60021131.mkv
Honey!,http://em.21dtv.com/songs/60104951.mkv
红牌出场(演唱会),http://em.21dtv.com/songs/60020922.mkv
花千树,http://em.21dtv.com/songs/60062889.mkv
忽然单身,http://em.21dtv.com/songs/60021181.mkv
黄色大门,http://em.21dtv.com/songs/60021984.mkv
好事多为,http://em.21dtv.com/songs/60020164.mkv
好事多为(演唱会),http://em.21dtv.com/songs/60020162.mkv
海市蜃楼_热情的沙漠_热爱岛,http://em.21dtv.com/songs/60087700.mkv
海市蜃楼+热情的沙漠+热爱岛,http://em.21dtv.com/songs/60092527.mkv
呼天不应,http://em.21dtv.com/songs/60021164.mkv
呼天不应(演唱会),http://em.21dtv.com/songs/60021163.mkv
还未,http://em.21dtv.com/songs/60019641.mkv
还未(演唱会),http://em.21dtv.com/songs/60019640.mkv
混血儿(演唱会),http://em.21dtv.com/songs/60022330.mkv
好心分手(演唱会),http://em.21dtv.com/songs/60020228.mkv
黑夜不再来(演唱会),http://em.21dtv.com/songs/60020586.mkv
挥着翅膀的女孩,http://em.21dtv.com/songs/60022066.mkv
挥着翅膀的女孩(演唱会),http://em.21dtv.com/songs/60022065.mkv
叫,http://em.21dtv.com/songs/60076070.mkv
加大力度,http://em.21dtv.com/songs/60069496.mkv
借过,http://em.21dtv.com/songs/60023718.mkv
间接伤害,http://em.21dtv.com/songs/60023211.mkv
给你,http://em.21dtv.com/songs/60071953.mkv
今年新款(演唱会),http://em.21dtv.com/songs/60023756.mkv
敬请留步(演唱会),http://em.21dtv.com/songs/60064412.mkv
假如(演唱会),http://em.21dtv.com/songs/60023095.mkv
旧日回忆的山丘(演唱会),http://em.21dtv.com/songs/60024558.mkv
精神恋爱,http://em.21dtv.com/songs/60092531.mkv
今晚夜(演唱会),http://em.21dtv.com/songs/60023911.mkv
给我一个吻夜来香,http://em.21dtv.com/songs/60087701.mkv
今夜星光灿烂(演唱会),http://em.21dtv.com/songs/60024015.mkv
给自己的情书(演唱会),http://em.21dtv.com/songs/60018605.mkv
镜子说,http://em.21dtv.com/songs/60152365.mkv
开动快乐,http://em.21dtv.com/songs/60024985.mkv
空港,http://em.21dtv.com/songs/60025454.mkv
空港(演唱会),http://em.21dtv.com/songs/60025452.mkv
可歌可泣(演唱会),http://em.21dtv.com/songs/60025291.mkv
快乐最快,http://em.21dtv.com/songs/60085339.mkv
卡门,http://em.21dtv.com/songs/60087699.mkv
看清,http://em.21dtv.com/songs/60025115.mkv
渴望晨曦的女孩,http://em.21dtv.com/songs/60113418.mkv
可惜我是水瓶座(演唱会),http://em.21dtv.com/songs/60025342.mkv
流汗(演唱会),http://em.21dtv.com/songs/60027606.mkv
留给这世上我最爱的人,http://em.21dtv.com/songs/60115105.mkv
留给这世上我最爱的人(演唱会),http://em.21dtv.com/songs/60027536.mkv
流泪眼望流泪眼,http://em.21dtv.com/songs/60027696.mkv
流泪眼望流泪眼(演唱会),http://em.21dtv.com/songs/60027695.mkv
lonely(演唱会),http://em.21dtv.com/songs/60003469.mkv
loving you(演唱会),http://em.21dtv.com/songs/60003653.mkv
lovinu,http://em.21dtv.com/songs/60003661.mkv
lovinu(演唱会),http://em.21dtv.com/songs/60003660.mkv
落入凡间的天使(演唱会),http://em.21dtv.com/songs/60028099.mkv
恋人未满,http://em.21dtv.com/songs/60062890.mkv
流沙,http://em.21dtv.com/songs/60027708.mkv
流沙(演唱会),http://em.21dtv.com/songs/60027706.mkv
零时零分,http://em.21dtv.com/songs/60027463.mkv
零时零分(演唱会),http://em.21dtv.com/songs/60027462.mkv
lucky star,http://em.21dtv.com/songs/60003672.mkv
lucky star(演唱会),http://em.21dtv.com/songs/60003671.mkv
连续剧,http://em.21dtv.com/songs/60066114.mkv
另眼相看,http://em.21dtv.com/songs/60079971.mkv
绿野仙踪,http://em.21dtv.com/songs/60028193.mkv
隆重登场,http://em.21dtv.com/songs/60027863.mkv
隆重登场(演唱会),http://em.21dtv.com/songs/60027862.mkv
孟(演唱会),http://em.21dtv.com/songs/60064542.mkv
摩登时代,http://em.21dtv.com/songs/60030321.mkv
梦非梦,http://em.21dtv.com/songs/60029525.mkv
麻烦你,http://em.21dtv.com/songs/60133588.mkv
麻烦你(演唱会),http://em.21dtv.com/songs/60028321.mkv
命苦,http://em.21dtv.com/songs/60092520.mkv
梦路,http://em.21dtv.com/songs/60029611.mkv
梦路(演唱会),http://em.21dtv.com/songs/60029610.mkv
美丽邂逅,http://em.21dtv.com/songs/60029277.mkv
美丽在望,http://em.21dtv.com/songs/60029300.mkv
美丽在望(演唱会),http://em.21dtv.com/songs/60029299.mkv
明日恩典,http://em.21dtv.com/songs/60030132.mkv
明日恩典(演唱会),http://em.21dtv.com/songs/60030131.mkv
马赛克(演唱会),http://em.21dtv.com/songs/60064503.mkv
美少女之变,http://em.21dtv.com/songs/60092532.mkv
明天爱谁,http://em.21dtv.com/songs/60030175.mkv
麻醉,http://em.21dtv.com/songs/60028345.mkv
暖光(演唱会),http://em.21dtv.com/songs/60032796.mkv
女皇,http://em.21dtv.com/songs/60111023.mkv
你还是疼我的,http://em.21dtv.com/songs/60031748.mkv
牛奶,http://em.21dtv.com/songs/60032733.mkv
男朋友与歌,http://em.21dtv.com/songs/60092530.mkv
凝溶(演唱会),http://em.21dtv.com/songs/60032717.mkv
男人最痛(演唱会),http://em.21dtv.com/songs/60031037.mkv
你说得对,http://em.21dtv.com/songs/60032252.mkv
你说得对(演唱会),http://em.21dtv.com/songs/60032250.mkv
你说得对+今年新款+扮了解(演唱会),http://em.21dtv.com/songs/60032251.mkv
你是我坚强的唯一理由,http://em.21dtv.com/songs/60032136.mkv
你我她,http://em.21dtv.com/songs/60032327.mkv
你想爱谁就爱谁(演唱会),http://em.21dtv.com/songs/60032360.mkv
on call 36小时,http://em.21dtv.com/songs/60073692.mkv
漂白的心,http://em.21dtv.com/songs/60090976.mkv
跑步机上,http://em.21dtv.com/songs/60033202.mkv
跑步机上(演唱会),http://em.21dtv.com/songs/60033201.mkv
飘红,http://em.21dtv.com/songs/60110162.mkv
澎湃,http://em.21dtv.com/songs/60033372.mkv
澎湃(演唱会),http://em.21dtv.com/songs/60064689.mkv
陪我长大,http://em.21dtv.com/songs/60033267.mkv
破相,http://em.21dtv.com/songs/60033679.mkv
破相(演唱会),http://em.21dtv.com/songs/60033676.mkv
怯,http://em.21dtv.com/songs/60034464.mkv
怯(演唱会),http://em.21dtv.com/songs/60034463.mkv
情歌的情歌,http://em.21dtv.com/songs/60035001.mkv
情歌的情歌(演唱会),http://em.21dtv.com/songs/60035000.mkv
去火星恋爱,http://em.21dtv.com/songs/60035841.mkv
去火星恋爱(演唱会),http://em.21dtv.com/songs/60035841.mkv
弃权,http://em.21dtv.com/songs/60034033.mkv
全身暑假,http://em.21dtv.com/songs/60035900.mkv
全身暑假(演唱会),http://em.21dtv.com/songs/60035899.mkv
全新暑假,http://em.21dtv.com/songs/60092518.mkv
墙纸,http://em.21dtv.com/songs/60062892.mkv
日安忧郁,http://em.21dtv.com/songs/60036606.mkv
日出日落,http://em.21dtv.com/songs/60092525.mkv
戎对妆,http://em.21dtv.com/songs/60170011.mkv
容光,http://em.21dtv.com/songs/60165389.mkv
如果还有明天,http://em.21dtv.com/songs/60162143.mkv
燃亮我(演唱会),http://em.21dtv.com/songs/60035995.mkv
仍然记得个一次(演唱会),http://em.21dtv.com/songs/60036582.mkv
蛇(演唱会),http://em.21dtv.com/songs/60038189.mkv
沙堡垒(演唱会),http://em.21dtv.com/songs/60037444.mkv
scream(演唱会),http://em.21dtv.com/songs/60004856.mkv
曙凤蝶,http://em.21dtv.com/songs/60039779.mkv
深闺,http://em.21dtv.com/songs/60103214.mkv
双冠军,http://em.21dtv.com/songs/60039846.mkv
shall we talk(演唱会),http://em.21dtv.com/songs/60004940.mkv
神魂颠倒(演唱会),http://em.21dtv.com/songs/60038449.mkv
show up,http://em.21dtv.com/songs/60005010.mkv
show up(演唱会),http://em.21dtv.com/songs/60005009.mkv
受害者,http://em.21dtv.com/songs/60077669.mkv
身娇肉贵,http://em.21dtv.com/songs/60038255.mkv
身骄肉贵(演唱会),http://em.21dtv.com/songs/60038254.mkv
世界小姐,http://em.21dtv.com/songs/60039292.mkv
双脚着地,http://em.21dtv.com/songs/60039850.mkv
煞科,http://em.21dtv.com/songs/60119442.mkv
山口百惠,http://em.21dtv.com/songs/60066290.mkv
蜃楼,http://em.21dtv.com/songs/60038522.mkv
谁来爱我,http://em.21dtv.com/songs/60040017.mkv
谁来爱我(演唱会),http://em.21dtv.com/songs/60040013.mkv
十六号爱人,http://em.21dtv.com/songs/60038975.mkv
十六号爱人(演唱会),http://em.21dtv.com/songs/60038974.mkv
失乐园(演唱会),http://em.21dtv.com/songs/60038722.mkv
随梦而行,http://em.21dtv.com/songs/60092534.mkv
s o s,http://em.21dtv.com/songs/60004777.mkv
s o s(演唱会),http://em.21dtv.com/songs/60004774.mkv
伤神,http://em.21dtv.com/songs/60085684.mkv
十三点,http://em.21dtv.com/songs/60061584.mkv
搜神记,http://em.21dtv.com/songs/60040807.mkv
搜神记+逃+桃色冒险(演唱会),http://em.21dtv.com/songs/60040806.mkv
世上只有,http://em.21dtv.com/songs/60039320.mkv
世上只有(演唱会),http://em.21dtv.com/songs/60039318.mkv
superstar(演唱会),http://em.21dtv.com/songs/60005377.mkv
损友,http://em.21dtv.com/songs/60041014.mkv
诗意(演唱会),http://em.21dtv.com/songs/60038876.mkv
岁月如歌(演唱会),http://em.21dtv.com/songs/60040981.mkv
说真的,http://em.21dtv.com/songs/60040439.mkv
伤追人(演唱会),http://em.21dtv.com/songs/60037993.mkv
逃(演唱会),http://em.21dtv.com/songs/60041536.mkv
痛爱,http://em.21dtv.com/songs/60042784.mkv
痛爱(演唱会),http://em.21dtv.com/songs/60042783.mkv
特别嘉宾,http://em.21dtv.com/songs/60041639.mkv
特别嘉宾(演唱会),http://em.21dtv.com/songs/60041638.mkv
逃避你,http://em.21dtv.com/songs/60041542.mkv
逃避你(演唱会),http://em.21dtv.com/songs/60041541.mkv
天窗,http://em.21dtv.com/songs/60083882.mkv
贪嗔痴(演唱会),http://em.21dtv.com/songs/60041416.mkv
天黑黑(演唱会),http://em.21dtv.com/songs/60041846.mkv
途经北海道,http://em.21dtv.com/songs/60071195.mkv
天气报告,http://em.21dtv.com/songs/60092521.mkv
突然单身,http://em.21dtv.com/songs/60042925.mkv
突然想爱你,http://em.21dtv.com/songs/60120468.mkv
桃色冒險,http://em.21dtv.com/songs/60092538.mkv
淘汰(演唱会),http://em.21dtv.com/songs/60068703.mkv
庭院深深(演唱会),http://em.21dtv.com/songs/60042615.mkv
天之骄女,http://em.21dtv.com/songs/60042322.mkv
天之骄女(演唱会),http://em.21dtv.com/songs/60042321.mkv
我不要你,http://em.21dtv.com/songs/60092523.mkv
我的骄傲,http://em.21dtv.com/songs/60045125.mkv
我的骄傲(演唱会),http://em.21dtv.com/songs/60045122.mkv
我的麻烦男友(演唱会),http://em.21dtv.com/songs/60045154.mkv
whats up,http://em.21dtv.com/songs/60006225.mkv
我好得闲,http://em.21dtv.com/songs/60119440.mkv
为何未去睡,http://em.21dtv.com/songs/60043887.mkv
我好想他,http://em.21dtv.com/songs/60045510.mkv
维加斯有点好莱坞,http://em.21dtv.com/songs/60078112.mkv
雾里看花,http://em.21dtv.com/songs/60070019.mkv
我们都寂寞,http://em.21dtv.com/songs/60104952.mkv
我们都是如此平凡,http://em.21dtv.com/songs/60045870.mkv
为你万岁,http://em.21dtv.com/songs/60092515.mkv
为你钟情,http://em.21dtv.com/songs/60092516.mkv
无人知道双子座,http://em.21dtv.com/songs/60121594.mkv
我所知的两三事,http://em.21dtv.com/songs/60046268.mkv
娃娃爱天下(演唱会),http://em.21dtv.com/songs/60043046.mkv
我也不想这样(演唱会),http://em.21dtv.com/songs/60046610.mkv
忘忧草,http://em.21dtv.com/songs/60043647.mkv
忘忧草(演唱会),http://em.21dtv.com/songs/60043646.mkv
我要玩,http://em.21dtv.com/songs/60065122.mkv
未知,http://em.21dtv.com/songs/60044298.mkv
未知(演唱会),http://em.21dtv.com/songs/60044297.mkv
心病,http://em.21dtv.com/songs/60050167.mkv
小草,http://em.21dtv.com/songs/60102153.mkv
心淡,http://em.21dtv.com/songs/60050184.mkv
心淡(演唱会),http://em.21dtv.com/songs/60050181.mkv
相当刺激,http://em.21dtv.com/songs/60048627.mkv
相当刺激(演唱会),http://em.21dtv.com/songs/60048626.mkv
想得太远,http://em.21dtv.com/songs/60049019.mkv
想得太远(演唱会),http://em.21dtv.com/songs/60049018.mkv
幸福不急,http://em.21dtv.com/songs/60165390.mkv
新贵,http://em.21dtv.com/songs/60122676.mkv
心甘命抵,http://em.21dtv.com/songs/60050234.mkv
习惯你,http://em.21dtv.com/songs/60048074.mkv
习惯失恋,http://em.21dtv.com/songs/60048077.mkv
习惯失恋(演唱会),http://em.21dtv.com/songs/60048076.mkv
心花怒放,http://em.21dtv.com/songs/60050293.mkv
续集,http://em.21dtv.com/songs/60095194.mkv
信今生爱过,http://em.21dtv.com/songs/60050998.mkv
心里日记(演唱会),http://em.21dtv.com/songs/60050334.mkv
心情不好,http://em.21dtv.com/songs/60050426.mkv
雪人(演唱会),http://em.21dtv.com/songs/60051721.mkv
小日子,http://em.21dtv.com/songs/60086025.mkv
献世(演唱会),http://em.21dtv.com/songs/60048554.mkv
星图(演唱会),http://em.21dtv.com/songs/60065270.mkv
小天使(演唱会),http://em.21dtv.com/songs/60049762.mkv
小王子(演唱会),http://em.21dtv.com/songs/60049776.mkv
小小,http://em.21dtv.com/songs/60048179.mkv
谢谢你爱我,http://em.21dtv.com/songs/60050046.mkv
心瘾(演唱会),http://em.21dtv.com/songs/60050669.mkv
下一站天国(演唱会),http://em.21dtv.com/songs/60048327.mkv
心之科学,http://em.21dtv.com/songs/60157203.mkv
想着你的感觉,http://em.21dtv.com/songs/60119439.mkv
像昨天她喜欢我,http://em.21dtv.com/songs/60092517.mkv
萤,http://em.21dtv.com/songs/60054512.mkv
月半小夜曲,http://em.21dtv.com/songs/60119441.mkv
越唱越强,http://em.21dtv.com/songs/60056586.mkv
越唱越强(演唱会),http://em.21dtv.com/songs/60056585.mkv
与蝶同眠,http://em.21dtv.com/songs/60055578.mkv
与蝶同眠(演唱会),http://em.21dtv.com/songs/60055577.mkv
一个人的情歌,http://em.21dtv.com/songs/60053022.mkv
圆谎,http://em.21dtv.com/songs/60056031.mkv
遇见(演唱会),http://em.21dtv.com/songs/60055840.mkv
一句到尾(演唱会),http://em.21dtv.com/songs/60053205.mkv
预谋,http://em.21dtv.com/songs/60092535.mkv
一面之缘,http://em.21dtv.com/songs/60053304.mkv
you are everything(演唱会),http://em.21dtv.com/songs/60006490.mkv
youre everything(演唱会),http://em.21dtv.com/songs/60006607.mkv
一拍两散,http://em.21dtv.com/songs/60053336.mkv
一拍两散(演唱会),http://em.21dtv.com/songs/60053335.mkv
勇气,http://em.21dtv.com/songs/60087698.mkv
一首传世之歌,http://em.21dtv.com/songs/60053674.mkv
一三点,http://em.21dtv.com/songs/60079142.mkv
一首独唱的歌(演唱会),http://em.21dtv.com/songs/60053675.mkv
烟霞,http://em.21dtv.com/songs/60165385.mkv
烟霞(演唱会),http://em.21dtv.com/songs/60051986.mkv
隐形情人,http://em.21dtv.com/songs/60087062.mkv
永远爱着你(演唱会),http://em.21dtv.com/songs/60054673.mkv
用一千双手臂拥抱你,http://em.21dtv.com/songs/60054930.mkv
亚亚亚,http://em.21dtv.com/songs/60164329.mkv
一直看见天使,http://em.21dtv.com/songs/60053911.mkv
一种永远,http://em.21dtv.com/songs/60169323.mkv
长大,http://em.21dtv.com/songs/60164908.mkv
这分钟更爱你,http://em.21dtv.com/songs/60057769.mkv
祖国儿女,http://em.21dtv.com/songs/60060002.mkv
朱古力万岁(演唱会),http://em.21dtv.com/songs/60059200.mkv
正好,http://em.21dtv.com/songs/60069006.mkv
最后的茱丽叶,http://em.21dtv.com/songs/60060224.mkv
最后的茱丽叶(演唱会),http://em.21dtv.com/songs/60060223.mkv
最后情人,http://em.21dtv.com/songs/60062893.mkv
最好时光,http://em.21dtv.com/songs/60060162.mkv
最好时光(演唱会),http://em.21dtv.com/songs/60060161.mkv
最后胜利(演唱会),http://em.21dtv.com/songs/60060234.mkv
最坏下场,http://em.21dtv.com/songs/60092526.mkv
最后一课(演唱会),http://em.21dtv.com/songs/60060281.mkv
炸机女王,http://em.21dtv.com/songs/60057426.mkv
这就是爱吗,http://em.21dtv.com/songs/60057807.mkv
再见我的初恋,http://em.21dtv.com/songs/60056906.mkv
罪魁,http://em.21dtv.com/songs/60060472.mkv
这么近那么远,http://em.21dtv.com/songs/60155391.mkv
怎么天生不是女人(演唱会),http://em.21dtv.com/songs/60057386.mkv
在你的左右,http://em.21dtv.com/songs/60057106.mkv
争气,http://em.21dtv.com/songs/60058310.mkv
争气(演唱会),http://em.21dtv.com/songs/60058307.mkv
装傻,http://em.21dtv.com/songs/60148911.mkv
在时间面前,http://em.21dtv.com/songs/60071497.mkv
在夏天冬眠,http://em.21dtv.com/songs/60057183.mkv
最新消息,http://em.21dtv.com/songs/60060436.mkv
早有预谋(演唱会),http://em.21dtv.com/songs/60057316.mkv
自言自语(演唱会),http://em.21dtv.com/songs/60059743.mkv
走着睡(演唱会),http://em.21dtv.com/songs/60059987.mkv
这种天真,http://em.21dtv.com/songs/60152364.mkv

S.H.E,#genre#
爱就对了,http://em.21dtv.com/songs/60007653.mkv
安静了,http://em.21dtv.com/songs/60009313.mkv
爱来过,http://em.21dtv.com/songs/60007687.mkv
always on my mind,http://em.21dtv.com/songs/60000201.mkv
爱呢,http://em.21dtv.com/songs/60007762.mkv
爱情不再冒险,http://em.21dtv.com/songs/60008121.mkv
爱情的海洋,http://em.21dtv.com/songs/60008161.mkv
安全感,http://em.21dtv.com/songs/60009330.mkv
爱情像不合适的鞋,http://em.21dtv.com/songs/60090435.mkv
爱我的资格(演唱会),http://em.21dtv.com/songs/60008911.mkv
保持微笑,http://em.21dtv.com/songs/60010022.mkv
beauty up my life,http://em.21dtv.com/songs/60000515.mkv
belief,http://em.21dtv.com/songs/60000542.mkv
不仅仅失去你,http://em.21dtv.com/songs/60090429.mkv
boom,http://em.21dtv.com/songs/60000653.mkv
北欧神话,http://em.21dtv.com/songs/60010231.mkv
别说对不起,http://em.21dtv.com/songs/60010695.mkv
白色恋歌,http://em.21dtv.com/songs/60009717.mkv
波斯猫,http://em.21dtv.com/songs/60010893.mkv
不说再见,http://em.21dtv.com/songs/60079852.mkv
半糖主义,http://em.21dtv.com/songs/60009898.mkv
冰箱,http://em.21dtv.com/songs/60010855.mkv
不想被猜透,http://em.21dtv.com/songs/60090415.mkv
不想长大,http://em.21dtv.com/songs/60148389.mkv
不在场,http://em.21dtv.com/songs/60011769.mkv
不做你的朋友,http://em.21dtv.com/songs/60011814.mkv
触电,http://em.21dtv.com/songs/60013082.mkv
超可能,http://em.21dtv.com/songs/60087213.mkv
催眠术,http://em.21dtv.com/songs/60013600.mkv
等待奇迹,http://em.21dtv.com/songs/60090436.mkv
